SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.011709756000000002,8,0,0.087691231,10000.0,9,0,1,0,0.0
0,0.036870391,4,0,0.42074928,2775.0,3,0,1,0,1.0
0,0.066499696,5,0,0.028398529,73700.0,11,0,1,0,2.0
0,0.790902615,4,2,0.42204339700000004,6958.0,10,0,1,0,5.0
0,0.8891555059999999,5,0,0.571697193,14358.0,15,0,3,0,2.0
0,0.169532187,3,1,0.309729419,1736.0,7,0,0,0,1.0
0,0.011616527,4,0,0.42378104,11033.0,21,0,5,0,0.0
0,0.927259093,4,1,0.229231135,4200.0,5,0,0,0,1.0
0,0.440101002,6,0,0.489491054,5756.0,10,0,2,0,1.0
0,0.002409856,7,0,0.458392649,7726.0,7,0,2,0,0.0
0,0.0028795390000000004,5,1,0.116702477,8842.0,12,0,0,0,1.0
0,0.0,3,0,2.5149900069999997,1500.0,4,0,1,0,3.0
0,0.059145319,7,0,0.20760041399999998,10630.0,13,0,1,0,1.0
0,0.02785837,6,0,0.006691278,4333.0,2,0,0,0,0.0
0,0.037457135,5,0,1.009862779,2331.0,5,0,2,0,0.0
0,0.0,5,0,0.236883443,3182.0,9,0,1,0,0.0
0,0.0,4,0,0.48920699799999995,4400.0,7,0,1,1,2.0
1,0.986295215,5,3,0.170919325,5329.0,6,0,2,1,1.0
0,0.255501025,6,0,0.502026479,3700.0,9,0,2,0,1.0
0,0.149113358,6,0,0.699205217,4906.0,8,0,2,0,0.0
0,0.079096045,5,0,0.026518165,15083.0,3,0,0,0,3.0
0,0.121280731,5,0,0.25795309899999996,5500.0,7,0,1,0,0.0
0,0.011879632,6,0,0.002109898,10900.0,5,0,0,0,0.0
0,0.940580511,4,0,0.178252671,7954.0,5,0,0,0,4.0
0,0.30903838699999997,3,0,0.781687325,2500.0,8,0,1,0,1.0
0,0.538092382,4,0,0.13460470300000002,5400.0,3,0,0,0,0.0
0,0.256220641,5,0,0.016093705,10500.0,9,0,0,0,0.0
0,0.005666457,5,0,0.08585521900000001,7500.0,3,0,1,0,3.0
0,0.018834813,5,0,0.209302326,6750.0,15,0,1,0,0.0
0,1874.0,3,0,0.6060311279999999,3083.0,8,0,2,0,0.0
0,0.01165681,7,0,0.00239952,5000.0,7,0,0,0,0.0
0,0.971784972,5,3,0.039995295,8500.0,8,0,0,0,1.0
0,0.9999998999999999,2,0,0.0,1.0,1,0,0,0,0.0
0,0.059668871,3,0,3162.0,0.0,11,0,2,0,1.0
1,0.9999998999999999,4,0,0.507423226,4916.0,4,1,1,0,0.0
0,0.365804416,5,0,0.330191374,3500.0,8,0,1,0,1.0
0,0.0005978180000000001,4,0,0.278760369,19166.0,12,0,1,0,0.0
0,0.149542523,5,0,0.021997034,4045.0,2,0,0,0,0.0
0,0.047483914,6,0,0.308350622,3855.0,12,0,1,0,0.0
0,0.066643547,3,0,0.36794240200000006,7916.0,7,0,1,0,1.0
0,0.006467947,6,0,0.12452163699999999,3396.0,8,0,1,0,0.0
0,0.501703633,5,1,0.381217225,12585.0,12,0,2,0,0.0
0,0.150381252,6,0,0.568912118,5165.0,13,0,2,0,1.0
0,0.200598103,4,0,0.17605131899999998,4208.0,6,0,0,0,2.0
0,0.45748856299999996,6,0,0.411049079,12000.0,14,0,1,0,2.0
0,0.0,5,0,0.180261087,10800.0,6,1,1,0,2.0
0,0.9999998999999999,7,0,0.0,4000.0,3,0,0,0,0.0
0,0.062346335999999995,2,0,0.29138211399999997,3074.0,8,0,0,0,2.0
0,0.043414858,6,0,0.008373852,3701.0,2,0,0,0,1.0
0,0.015134453,4,0,1.3292615209999998,1800.0,8,0,1,0,4.0
0,0.782843431,3,0,0.070937004,5666.0,3,0,0,0,0.0
0,0.014384951000000002,3,1,0.26851181,6900.0,12,0,2,0,2.0
0,0.7568020190000001,3,0,0.394218942,3251.0,5,0,0,0,0.0
0,0.6789406370000001,5,1,0.566858285,4000.0,13,0,2,0,2.0
0,0.000179693,7,0,0.0,2500.0,20,0,0,0,0.0
0,0.057336383,5,0,0.093600898,7125.0,11,0,0,0,0.0
0,0.30259290899999997,3,0,0.532056619,1200.0,7,0,0,0,0.0
0,0.91805463,3,0,0.016552281000000002,2476.0,2,0,0,0,0.0
0,0.023933575,6,0,0.171971338,6000.0,9,0,1,0,1.0
0,0.059273695,5,0,0.400271985,6617.0,21,0,2,0,1.0
0,0.164702725,4,0,0.41369828799999997,8000.0,21,0,2,0,0.0
0,0.0,7,0,0.27384077,8000.0,7,0,1,0,1.0
0,0.105643772,6,0,0.266530508,3916.0,10,0,1,0,0.0
0,0.194382523,6,2,0.26576986,5500.0,7,0,1,1,0.0
0,0.361754212,3,1,0.531886527,13500.0,17,0,2,0,3.0
0,0.031932277,6,0,0.21837113100000002,7010.0,28,0,1,0,0.0
0,0.9999998999999999,2,0,0.023809524,2099.0,1,2,0,1,0.0
0,0.0,4,0,0.115028355,10579.0,20,0,1,0,2.0
0,0.7128784340000001,2,0,0.27368076,3050.0,6,0,0,0,0.0
0,0.012707804,4,0,0.15483222300000002,7956.0,2,0,1,0,0.0
0,0.039171263,6,0,0.331398162,6200.0,8,0,2,0,1.0
0,0.9999998999999999,5,0,0.270573758,6500.0,2,0,1,0,0.0
0,0.0,3,1,0.36257588399999996,8400.0,8,0,2,0,1.0
0,0.0,4,0,0.236901366,6660.0,3,0,1,0,2.0
0,0.043559482000000004,7,0,0.038203635,11333.0,5,0,0,0,1.0
0,0.07087744,5,0,0.275158248,7740.0,18,0,1,0,0.0
0,0.073625928,5,0,0.14313509300000002,15418.0,8,0,2,0,0.0
0,0.086201452,5,1,0.026397516,7083.0,3,0,0,0,2.0
0,0.058084893,4,0,0.297025723,4975.0,8,0,1,0,1.0
1,1.034786086,2,0,0.077961019,2000.0,4,0,0,0,0.0
0,0.481272245,4,1,0.073785243,5000.0,3,0,0,0,0.0
0,0.055361564,6,0,0.32526475,2643.0,6,0,2,0,1.0
0,0.566077564,6,0,0.514451918,5500.0,10,0,1,0,0.0
0,0.21653904,3,0,0.076923077,5121.0,6,0,0,0,0.0
0,0.109768241,4,0,0.47506042600000004,4550.0,12,0,1,0,4.0
0,0.23530034800000002,6,2,0.615639001,9373.0,21,0,8,0,0.0
0,0.0,3,0,0.0,1750.0,2,0,0,0,0.0
0,0.073186501,3,0,0.493253373,2000.0,5,0,1,0,0.0
0,0.021928086,5,0,0.590568239,6000.0,14,0,2,0,3.0
1,0.9999998999999999,4,1,0.175075564,4300.0,2,1,0,0,3.0
1,0.0,5,0,0.029161806000000002,6000.0,2,0,0,0,2.0
0,0.025523109,3,0,0.421667145,10448.0,9,0,2,0,2.0
0,0.9810031659999999,5,0,0.101408216,12000.0,10,0,0,0,0.0
1,0.0,3,0,0.088182792,2800.0,4,0,0,0,0.0
0,0.008781144,5,0,0.005433601,4600.0,4,0,0,0,0.0
0,0.324249599,4,0,0.262032823,7250.0,9,0,1,0,0.0
0,0.9999998999999999,4,1,0.592472421,3081.0,3,0,1,0,3.0
1,0.00757815,4,1,0.36678014700000006,5580.0,8,0,3,1,2.0
0,0.007089373,4,0,0.28418537,9623.0,16,0,2,0,0.0
0,0.31789302399999997,4,0,0.38077403200000004,7208.0,10,0,1,0,0.0
0,0.142188258,5,0,0.46152922799999996,8330.0,6,0,2,0,1.0
0,0.023642636,7,0,0.445931395,6500.0,11,0,2,0,0.0
0,0.04337169900000001,6,0,0.011638316999999999,5584.0,5,0,0,0,0.0
0,0.020953799,6,0,0.371348027,7803.0,9,0,1,0,1.0
0,0.7142976190000001,8,0,0.262059288,5700.0,10,0,0,0,1.0
0,0.589830551,6,0,0.426811328,5437.0,8,0,1,0,1.0
1,0.5272480589999999,4,0,0.459423429,6000.0,6,0,2,0,2.0
0,1.045187528,5,0,0.043478261,6416.0,10,0,0,0,2.0
0,0.000138611,4,0,0.207103432,8333.0,9,0,1,0,1.0
0,0.041643075,5,0,0.279202883,9433.0,8,0,2,0,1.0
0,0.09662305,5,0,0.308616088,5245.0,7,0,1,0,0.0
0,0.0,5,0,0.53699178,4500.0,8,0,1,0,1.0
0,0.106573338,5,0,0.266293483,2500.0,4,0,0,0,0.0
0,0.840083447,4,0,0.236101853,7500.0,7,0,0,0,2.0
0,0.183054462,6,0,0.14947898,2782.0,9,0,0,0,0.0
0,0.140283078,3,0,0.148170366,5000.0,6,0,0,0,2.0
0,0.063991094,3,0,0.207583393,12500.0,10,0,2,0,1.0
0,0.008582206,5,0,1.544761905,1049.0,25,0,1,0,0.0
0,0.0028068940000000003,3,0,0.238732503,6500.0,5,0,1,0,2.0
0,0.0,5,0,0.401679776,7500.0,9,0,2,0,0.0
0,0.037902844,4,0,0.40677483600000003,7025.0,7,0,2,0,0.0
0,0.9641192709999999,4,6,0.52173913,2000.0,14,0,0,0,1.0
0,0.452927855,4,0,0.41593199,3175.0,9,0,1,0,2.0
0,0.34666645799999996,5,0,0.528677706,4166.0,8,0,1,0,0.0
0,0.7088574540000001,6,0,0.464642792,5500.0,14,0,1,0,0.0
0,0.8070192979999999,4,0,0.37118245899999996,3830.0,4,0,2,0,0.0
0,1.051321928,2,1,0.07268305900000001,3700.0,2,0,0,0,2.0
0,0.053768744,4,0,0.343522354,7000.0,17,0,2,0,0.0
0,1.156257714,6,4,0.12036651400000001,2400.0,6,1,0,1,0.0
0,0.9999998999999999,3,0,0.17153138699999998,2500.0,1,0,0,2,0.0
0,0.36655890399999996,6,0,0.524835989,3200.0,6,0,2,0,0.0
0,0.40266529,3,0,0.8877551020000001,2743.0,11,0,1,0,2.0
0,0.0,6,0,0.0019993339999999997,3000.0,10,0,0,0,0.0
0,0.186302627,6,0,0.47471416,4547.0,6,0,2,0,1.0
0,0.939890225,4,3,0.9246147440000001,2400.0,15,0,0,1,3.0
0,0.037123415,8,0,0.013056836,2603.0,2,0,0,0,0.0
0,0.9999998999999999,5,0,0.004398241,2500.0,0,1,0,0,1.0
0,0.528215557,3,0,0.33727712,6000.0,8,0,2,0,2.0
0,0.352664734,3,0,0.34605944899999996,11000.0,5,0,2,0,1.0
0,0.029815457000000004,4,0,0.26991003,3000.0,16,0,1,0,0.0
0,0.91646214,2,2,0.21710974800000002,2933.0,4,0,0,0,0.0
0,0.048136209000000006,6,0,0.204174706,5700.0,16,0,1,0,0.0
0,0.9999998999999999,5,1,0.167373751,7306.0,3,1,0,0,1.0
0,1.01019796,4,0,0.548300537,5589.0,8,0,3,0,2.0
0,0.539156867,3,0,0.20387531600000003,8308.0,8,0,1,0,0.0
0,0.0,6,1,0.44961007799999997,3333.0,4,0,1,0,0.0
0,0.564624614,3,0,0.20189905,2000.0,5,0,0,0,1.0
0,0.774392277,5,0,0.19477931699999998,10036.0,14,0,0,0,2.0
0,0.06575572,4,0,0.371713147,2509.0,13,0,1,0,1.0
0,0.9999998999999999,5,1,0.015925059,2134.0,0,0,0,0,0.0
0,0.629075818,7,0,0.271036448,6666.0,9,0,0,0,0.0
1,0.49530094,5,0,0.13698043099999999,7000.0,9,0,0,0,0.0
0,0.100901056,4,0,0.42351092700000004,7000.0,11,0,3,0,0.0
0,0.0146458,6,0,0.513318934,8333.0,38,0,2,0,0.0
0,0.001967149,7,0,0.00023998099999999998,4166.0,3,0,0,0,0.0
0,0.9999998999999999,4,0,0.125,351.0,0,0,0,0,3.0
0,0.439256074,4,1,0.22247176600000002,15583.0,7,0,1,0,2.0
0,0.24311167600000003,4,0,0.55601907,3355.0,6,0,1,0,0.0
0,0.9999998999999999,5,0,0.0,8166.0,2,0,0,0,1.0
0,0.006288342,5,0,0.20866923699999998,8558.0,14,0,0,0,1.0
0,0.481738764,2,1,0.164011246,3200.0,5,0,0,0,0.0
0,0.405183973,4,0,0.667835346,7700.0,22,0,2,0,1.0
0,0.0,4,0,0.0029994,5000.0,5,0,0,0,0.0
1,1.3096129840000001,2,1,0.331138288,2125.0,4,0,0,0,1.0
0,0.175893095,3,0,1.03070332,2800.0,9,0,2,0,0.0
0,0.498865851,7,0,0.358268643,4250.0,7,0,2,0,0.0
0,0.382310385,6,0,0.360008271,4835.0,7,0,1,0,0.0
0,0.670658683,2,0,0.0026659559999999997,3750.0,1,0,0,0,0.0
0,0.0,4,0,0.326508262,21000.0,4,0,1,0,2.0
0,0.008344644,6,0,0.600714833,7833.0,17,0,1,0,1.0
0,0.003339933,4,0,0.273590801,8000.0,6,0,1,0,2.0
0,0.8679382999999999,5,1,0.199809342,5244.0,3,0,0,0,0.0
0,0.0,5,0,0.420971935,15000.0,6,0,2,0,4.0
0,1.039992002,4,1,0.165666952,3500.0,4,0,0,0,0.0
0,0.674925992,6,3,0.27597240300000003,10000.0,14,0,2,0,0.0
0,0.09290709300000001,2,0,0.002150538,929.0,2,0,0,0,0.0
0,0.178721419,3,0,0.490377406,4000.0,9,0,1,0,0.0
0,0.040648183,5,0,0.34402901799999996,3583.0,7,0,1,0,0.0
0,0.857899071,5,1,0.24606270800000002,6920.0,8,0,1,0,1.0
0,0.8558558559999999,4,0,0.291070211,4400.0,5,0,0,0,1.0
0,0.177164567,3,0,0.33588803700000003,3000.0,3,0,1,0,0.0
0,0.085569652,5,0,0.453286116,9600.0,16,0,4,0,0.0
0,0.9999998999999999,5,1,0.168666538,10333.0,5,0,1,0,2.0
0,0.011342533,5,0,0.639031705,4667.0,3,0,1,0,0.0
0,0.005799220999999999,5,0,0.596172381,7262.0,11,0,3,0,0.0
0,0.212068168,3,0,0.18924972,6250.0,11,0,0,0,0.0
0,0.6010198,5,0,1.4675324680000001,1000.0,7,0,1,0,1.0
0,0.01019949,8,0,0.000719942,8333.0,5,0,0,0,0.0
0,0.764452657,6,1,0.33699478899999996,7100.0,8,0,1,0,0.0
0,0.06557025799999999,6,0,0.154199843,8916.0,8,0,1,0,1.0
0,0.9326134770000001,3,0,0.300291545,2400.0,5,0,0,0,2.0
0,0.0,3,0,0.0,2000.0,3,0,0,0,0.0
0,0.40554587,4,0,0.222036942,7795.0,7,0,0,0,1.0
0,0.22528873600000002,4,1,0.8777041940000001,2264.0,5,0,1,0,2.0
0,0.013137083,6,0,0.852901076,6600.0,17,0,3,0,0.0
0,0.0025925189999999997,3,0,0.189441995,9300.0,7,0,2,0,4.0
0,0.028268551,5,0,0.589764094,2500.0,9,0,1,0,0.0
0,0.095180964,5,0,0.0069895159999999994,2002.0,1,0,0,0,0.0
0,0.020469899,3,0,0.426833809,8056.0,12,0,2,0,0.0
0,0.013724657,6,1,0.25034735399999997,7916.0,9,0,1,0,1.0
0,0.017425167,5,0,0.8931593790000001,2835.0,11,0,2,0,0.0
0,0.014430343,5,0,0.278632479,4094.0,5,0,1,0,0.0
0,0.116182367,3,0,0.8445532440000001,2450.0,5,0,1,0,0.0
0,0.0,4,0,11.92105263,151.0,12,0,2,0,3.0
0,0.640894364,8,0,0.36074442799999995,4620.0,5,0,3,0,0.0
1,0.967110493,4,1,0.444327177,3789.0,7,2,1,1,1.0
0,0.362294625,2,0,0.509972434,6166.0,8,0,1,0,0.0
0,0.593673302,4,1,0.671255368,7917.0,20,0,2,0,1.0
0,0.538182617,6,0,0.20450110600000002,7686.0,7,0,2,0,0.0
0,0.0,4,0,0.23693575600000003,10677.0,4,0,1,0,2.0
0,0.111921205,5,0,0.497593484,2700.0,10,0,2,0,1.0
0,0.655853699,5,0,0.519028797,8854.0,12,0,1,0,1.0
1,0.9999998999999999,3,1,0.523316062,7333.0,4,2,2,1,3.0
0,0.029427613999999998,6,0,0.215302684,9200.0,25,0,1,0,0.0
0,0.155240525,5,0,0.483518065,6946.0,15,0,2,0,1.0
0,0.014847585,5,0,0.45218758200000003,3816.0,7,0,2,0,0.0
0,0.014624086000000001,5,0,0.107915526,19366.0,7,0,2,0,1.0
0,0.35745254200000004,4,0,0.391480426,20000.0,26,0,4,0,3.0
0,0.20254851100000001,6,0,0.43734776700000005,11084.0,17,0,3,0,1.0
0,0.0,4,0,0.22530329300000002,7500.0,14,0,2,0,1.0
0,0.020500642,5,0,0.299935548,17066.0,13,0,2,0,1.0
0,0.7372854640000001,5,5,0.19824393699999998,16741.0,13,0,0,0,2.0
0,0.046303196,5,0,0.177043242,4416.0,8,0,1,0,0.0
0,0.040489076,4,0,0.256699464,12500.0,9,0,2,0,0.0
0,0.40367469799999994,3,0,0.7467088820000001,6000.0,8,0,2,0,3.0
0,0.9999998999999999,5,0,0.23159063300000002,18916.0,8,0,2,0,2.0
0,0.08237703,3,0,0.737950732,2800.0,7,0,1,0,0.0
0,0.340122954,5,0,0.236629106,6300.0,15,0,0,0,0.0
0,0.001211974,4,0,0.311651405,6333.0,7,0,2,0,2.0
0,0.9999998999999999,4,0,0.0,15000.0,1,0,0,0,0.0
0,0.30987175699999997,4,0,0.281337372,8583.0,10,0,1,0,0.0
0,1.3953488369999998,4,1,0.007678806,4557.0,2,0,0,0,2.0
0,0.094419875,6,0,0.669126398,4200.0,7,0,2,0,0.0
0,0.0,3,1,0.4124,4999.0,20,0,1,1,2.0
0,0.003518097,6,0,0.224905776,13000.0,7,0,1,0,0.0
0,0.355506771,5,0,0.436524673,9483.0,15,0,2,0,0.0
0,0.638083682,4,0,0.251974803,10000.0,12,0,0,1,5.0
0,0.030804578,3,0,0.090781844,5000.0,5,0,0,0,2.0
0,0.7022977020000001,3,2,0.076105588,2916.0,7,0,0,0,1.0
0,0.995500225,3,0,1.05935153,5458.0,9,0,2,0,0.0
0,0.9946321440000001,3,1,0.193654822,3939.0,5,0,0,0,0.0
0,0.038665636,4,0,0.236617443,8667.0,9,0,1,0,2.0
0,0.010510878000000001,8,0,0.003968254,3527.0,6,0,0,0,0.0
0,0.9999998999999999,3,0,0.34132693799999997,1250.0,2,1,0,0,0.0
0,0.006925669000000001,2,0,0.001904308,4200.0,5,0,0,0,0.0
0,0.0,4,0,0.0,5033.0,2,0,0,0,0.0
0,0.012705201999999999,6,0,0.549139367,3601.0,7,0,2,0,0.0
0,0.005101848,5,0,0.668511066,3975.0,9,0,2,0,3.0
0,0.652682044,5,0,0.11629651,17334.0,10,0,0,0,0.0
0,0.015044773999999999,7,0,0.0053309640000000005,4501.0,7,0,0,0,1.0
0,0.10604233199999999,6,0,0.093951489,9770.0,10,0,1,0,0.0
0,0.138431293,3,0,0.136625265,3300.0,5,0,0,0,0.0
0,0.18155273800000002,2,0,0.279080102,9000.0,3,0,1,0,0.0
0,0.062246888,5,0,0.098373902,9900.0,2,0,1,0,0.0
0,0.028772057,7,0,0.126727433,3400.0,7,0,0,0,1.0
0,0.002861417,4,0,0.18473600399999998,8162.0,11,0,1,0,0.0
0,0.24771634,6,2,0.268357537,14666.0,7,0,2,4,0.0
0,0.43988900299999995,5,0,0.509479242,4166.0,7,0,1,0,2.0
0,0.538618351,5,1,0.608323017,10500.0,21,0,2,0,3.0
0,0.9999998999999999,3,2,0.122438781,2000.0,2,1,0,0,1.0
0,0.079840319,2,0,0.094130676,2708.0,5,0,0,2,0.0
0,0.45625729,3,0,0.589138782,3645.0,4,0,1,0,2.0
0,0.20441397,6,0,0.016996601,5000.0,3,0,0,0,0.0
0,0.9999998999999999,4,0,0.48970206,5000.0,7,0,2,0,0.0
0,0.660539974,5,0,0.408775609,6198.0,6,0,0,0,0.0
0,0.44724332,6,0,0.103819785,4083.0,9,0,0,0,0.0
0,0.41564616,3,0,0.47990401899999996,3333.0,8,0,1,0,0.0
0,0.033586217,5,0,0.126681163,12416.0,9,0,2,0,0.0
0,0.47909516,4,1,0.406101782,7800.0,13,0,1,0,0.0
0,0.036773535,6,0,0.138820205,2830.0,10,0,1,0,0.0
0,0.004185276,5,0,0.00119976,3333.0,9,0,0,0,0.0
0,0.057994957,2,0,0.646264626,2221.0,6,0,1,0,1.0
0,0.24186919,3,0,0.19539316899999998,5035.0,6,0,0,0,2.0
0,0.290535265,6,0,0.874557261,3387.0,16,0,1,0,1.0
0,0.0052495630000000005,5,0,0.120575885,5000.0,15,0,0,0,1.0
0,0.5044664839999999,6,0,0.284540318,5840.0,15,0,0,0,3.0
0,0.8275987459999999,3,0,0.528850522,2200.0,6,0,1,0,0.0
0,0.263963887,4,0,0.155531315,11000.0,7,0,1,0,3.0
0,0.871042986,2,0,0.291914388,1681.0,4,0,0,0,0.0
0,0.415806945,6,1,0.322694677,9900.0,28,0,2,0,0.0
0,0.8431568429999999,2,2,5.728587319,898.0,7,2,2,1,0.0
0,0.271597265,6,0,0.491989963,5180.0,17,0,2,0,0.0
0,0.059934187,4,0,0.261165178,7500.0,8,0,1,0,3.0
0,0.005261376999999999,5,0,0.165772024,9500.0,14,0,1,0,1.0
0,0.0,6,0,0.37623379100000004,5166.0,19,0,2,0,0.0
0,0.195795105,6,0,0.13571560800000002,5400.0,5,0,0,0,0.0
0,0.447621673,4,0,0.718496485,3697.0,8,0,1,0,2.0
0,0.10227805400000001,3,0,0.241252916,3000.0,9,0,0,0,0.0
1,0.9999998999999999,2,1,0.14782194699999998,4200.0,4,2,0,0,0.0
0,0.023276302000000002,5,0,0.345491576,5400.0,13,0,2,0,1.0
1,0.9154020709999999,4,2,1.0059982859999999,3500.0,20,0,1,0,0.0
0,0.9599462040000001,6,0,0.641474935,6562.0,11,0,0,0,1.0
0,0.013015183999999999,7,0,0.004608295,2386.0,10,0,0,0,0.0
0,0.399198405,5,0,0.223815782,17500.0,16,0,2,0,0.0
0,0.649705792,3,0,0.604177026,6032.0,5,0,2,0,2.0
0,0.8737087640000001,3,0,0.57322718,5400.0,7,0,2,0,0.0
0,0.496633991,3,1,0.562730627,4335.0,11,0,1,0,2.0
0,0.56662425,2,0,0.023244189,4000.0,1,0,0,0,0.0
0,0.269197443,5,0,0.517733158,5328.0,13,0,2,0,0.0
0,0.454224378,7,0,0.11818293699999999,8122.0,5,0,0,0,0.0
0,0.40844086399999996,4,1,0.367500857,5833.0,12,0,2,0,0.0
0,0.403692005,6,0,0.42805716200000005,9166.0,6,0,2,0,0.0
1,0.701195219,3,1,0.059443394000000004,3700.0,3,3,0,0,3.0
0,0.006956358,5,0,0.0032786890000000004,2439.0,4,0,0,0,0.0
0,0.07965013,7,0,0.395371738,6092.0,11,0,1,0,1.0
0,0.079597106,5,0,0.122844828,30623.0,8,0,2,0,2.0
0,0.569886023,5,0,0.067887324,7099.0,4,0,0,0,0.0
0,0.034209743,5,0,0.087481775,4800.0,5,0,0,0,0.0
0,0.9999998999999999,5,0,0.365244137,2600.0,2,0,0,0,2.0
0,0.722444793,5,2,0.402124169,11580.0,12,0,2,0,2.0
0,0.08982141699999999,4,0,0.141943223,2500.0,11,0,0,0,0.0
0,0.028391167000000002,3,0,0.225176568,2406.0,10,0,0,0,0.0
0,0.40260098,5,0,0.579900017,5800.0,19,0,1,0,0.0
0,0.9999998999999999,3,0,0.171068671,2460.0,2,1,0,0,1.0
0,0.9999998999999999,4,0,0.065733567,4000.0,1,0,0,0,1.0
0,0.508231373,6,0,0.090478339,4431.0,4,0,0,0,0.0
0,0.666232073,2,1,1.6385542169999998,248.0,4,0,0,0,0.0
0,0.008244009,5,0,0.098654324,11666.0,6,0,1,0,0.0
1,1.25748503,4,2,0.570097705,4400.0,4,4,1,3,3.0
0,0.034571234,7,0,0.75976185,12932.0,15,0,4,0,0.0
0,0.02722826,4,0,0.275393228,3750.0,9,0,1,0,2.0
0,0.105638829,6,0,0.06888454,5109.0,6,0,0,0,0.0
0,0.9828659479999999,4,0,1.14309301,3633.0,9,0,3,0,2.0
0,0.517535113,3,0,0.181664792,5333.0,11,0,0,0,0.0
0,0.624508031,3,0,0.23275344899999997,5000.0,6,0,1,0,2.0
0,0.099270471,4,0,0.557408109,7916.0,9,0,2,0,2.0
0,0.043315082000000005,7,0,0.370122306,3433.0,10,0,1,0,0.0
0,0.11214600300000001,7,0,0.261498567,7326.0,11,0,1,0,1.0
0,0.9999998999999999,3,0,0.191269577,3000.0,6,0,0,0,0.0
0,0.6570685860000001,3,0,0.421435059,1100.0,4,0,0,0,2.0
0,0.540498603,4,0,0.230419633,6600.0,9,0,0,0,2.0
0,0.273369698,7,0,1.592512599,4166.0,20,0,6,0,0.0
0,0.0,7,0,0.040838259,3721.0,5,0,0,0,0.0
0,0.029906195,7,0,0.00719856,5000.0,9,0,0,0,0.0
0,0.650204397,2,0,0.542234332,1100.0,7,0,0,0,0.0
0,0.147856385,6,0,0.319545587,3432.0,6,0,0,0,0.0
0,0.0,6,0,0.0,3500.0,2,0,0,0,1.0
0,0.83047381,3,0,0.048059008,39180.0,8,0,1,0,2.0
1,0.38978226299999996,6,0,0.294020754,6070.0,16,0,2,0,4.0
0,0.09457545199999999,5,0,0.503191218,3916.0,12,0,1,0,0.0
0,0.077134174,5,0,0.011300687,9025.0,5,0,0,0,2.0
0,0.0,6,0,0.37401439799999997,2916.0,4,0,1,0,0.0
0,0.217982803,5,0,0.471905619,5000.0,11,0,2,0,0.0
0,0.002666074,6,0,0.130533588,11000.0,4,0,2,0,2.0
0,0.20768101,5,0,0.196771714,6504.0,7,0,2,0,1.0
0,0.372607195,6,0,0.825453313,5900.0,18,0,5,0,0.0
0,0.21725307100000002,7,0,0.476149672,3500.0,20,0,0,0,0.0
0,0.047300632,5,0,0.19820614600000003,6800.0,23,0,1,0,1.0
0,0.10099579199999999,6,0,0.28150601399999997,5736.0,5,0,1,0,0.0
0,0.299339835,3,0,853.0,0.0,9,0,1,0,2.0
0,0.0,6,0,0.106578464,2720.0,4,0,0,0,0.0
0,0.073660935,5,0,0.36151194,7830.0,7,0,2,0,0.0
0,0.9999998999999999,6,0,0.7704098629999999,3000.0,2,0,1,0,0.0
1,0.455028475,3,0,0.7045738570000001,4000.0,11,0,2,0,3.0
0,0.363713674,3,0,0.137572486,5000.0,11,0,0,0,3.0
0,1.00999001,2,0,0.036526533,1450.0,3,0,0,0,0.0
0,0.053177370999999994,6,0,0.049603175,1007.0,7,0,0,0,0.0
0,0.122464226,7,0,0.015582488,4042.0,4,0,0,0,0.0
0,0.534482122,6,0,0.14995947,3700.0,4,0,0,0,0.0
0,0.074870804,6,0,0.09376693800000001,1844.0,13,0,0,0,0.0
0,0.034148292999999996,3,0,0.222702184,4166.0,4,0,0,0,0.0
0,0.128841989,4,0,0.654575049,8600.0,11,0,3,0,2.0
0,0.145603022,7,0,0.313491151,4350.0,10,0,1,0,0.0
0,0.424662515,5,0,0.66712049,4406.0,13,0,7,0,2.0
0,0.818444541,4,0,0.34581289299999995,11618.0,8,0,2,0,3.0
0,0.123375325,4,0,0.397283531,5300.0,9,0,2,0,3.0
0,0.028782854,6,0,2.691466855,2835.0,10,0,2,0,3.0
0,0.212192942,4,0,0.987493203,1838.0,8,0,1,0,0.0
1,0.9999998999999999,2,1,0.166797797,2541.0,1,0,0,0,1.0
0,0.155808739,6,0,0.081632653,3625.0,3,0,0,0,1.0
0,0.138285816,6,0,0.35430755700000005,3400.0,6,0,1,0,1.0
0,0.094684216,3,0,0.089413448,2795.0,4,0,0,1,0.0
0,0.24352879,7,0,0.154827208,14583.0,16,0,1,0,0.0
0,0.029675505,3,0,0.083311971,3900.0,7,0,0,0,0.0
0,0.24586440199999998,3,0,0.721437423,4034.0,6,0,1,0,5.0
0,0.0,7,1,0.00479904,5000.0,11,0,0,0,0.0
0,0.17649847800000001,7,1,0.5620729879999999,6000.0,16,0,1,0,2.0
0,0.028876749,4,0,0.002332945,6000.0,2,0,0,0,0.0
0,0.32034435899999997,3,1,0.43024450399999997,4866.0,11,0,0,0,1.0
0,0.000180585,2,0,0.27758589300000003,5500.0,19,0,2,0,0.0
